id,group,popu,year,label,duration,plateform,country,rating,link
tt1384590,16,3.549777157025904,2009,Green Lantern: First Flight,75,"['Netflix', 'HBO']",North America,71,https://image.tmdb.org/t/p/original/zma3rOg6yJxgJ1Lo9uuw3tJOjbZ.jpg
tt1683043,16,3.399744715996666,2011,Green Lantern: Emerald Knights,84,"['Netflix', 'HBO']",North America,68,https://image.tmdb.org/t/p/original/zk3mqtoNzyiiXiotufJ3pwShoGc.jpg
tt1133985,28,2.749990072793498,2011,Green Lantern,114,"['Netflix', 'HBO']",North America,55,https://image.tmdb.org/t/p/original/fj21HwUprqjjwTdkKC1XZurRSpV.jpg
tt0038574,12,3.8998330586649232,1946,Great Expectations,118,"['Netflix', 'HBO']",Europe,78,https://image.tmdb.org/t/p/original/ynaFuVvW2jaG06pMV67dOhzMYfJ.jpg
tt1205489,18,4.049994576647043,2008,Gran Torino,116,"['Netflix', 'HBO']",North America,81,https://image.tmdb.org/t/p/original/89eFUED55UqZA3JqYEofA22fWlQ.jpg
tt0064382,18,3.448975805262087,1969,"Goodbye, Mr. Chips",155,"['Netflix', 'HBO']",North America,69,https://image.tmdb.org/t/p/original/2dDSbfOXvsuZyi5KSUbS3kKVmPU.jpg
tt0099685,1,4.349995973525234,1990,GoodFellas,145,"['Netflix', 'HBO']",North America,87,https://image.tmdb.org/t/p/original/6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg
tt0039431,35,3.4486441344250003,1947,Good News,93,"['Netflix', 'HBO']",North America,69,https://image.tmdb.org/t/p/original/nR51PlZlAiF90sMTMHhVJbqW0Yk.jpg
tt0031381,18,4.049986642986826,1940,Gone with the Wind,233,"['Netflix', 'HBO']",North America,81,https://image.tmdb.org/t/p/original/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg
tt1322312,35,3.1499454238315954,2010,Going the Distance,102,"['Netflix', 'HBO']",North America,63,https://image.tmdb.org/t/p/original/tTllmSew3nsizpzWNWKUkOuANhm.jpg
tt0079219,35,3.5488516901280796,1979,Going in Style,97,"['Netflix', 'HBO']",North America,71,https://image.tmdb.org/t/p/original/uwB9BQU2p0vcwlXTISyK6pz07lq.jpg
